Title,Content,Combined_Text,Cluster_Labels,topic,sentiment_score,sentiment_category
Sukanya Samriddhi Yojana Interest Rate Hiked: Know Rates For 2023-24,sukanya samriddhi yojana government recently enhanced interest rate sukanya samriddhi yojana january march quarter basis point bps administration lifted rate per cent per cent last revision rate took place april june quarter back government hiked interest per cent per cent,Sukanya Samriddhi Yojana Interest Rate Hiked: Know Rates For 2023-24 sukanya samriddhi yojana government recently enhanced interest rate sukanya samriddhi yojana january march quarter basis point bps administration lifted rate per cent per cent last revision rate took place april june quarter back government hiked interest per cent per cent,3,Business,0.8402,Positive
Tiger Logistics Share Price Surges Over 3 pc Intraday After Major Order Win from PSU Hindustan Petroleum,according pti report company bagged project maharatna public sector undertaking psu hindustan petroleum corporation ltd hpcl,Tiger Logistics Share Price Surges Over 3 pc Intraday After Major Order Win from PSU Hindustan Petroleum according pti report company bagged project maharatna public sector undertaking psu hindustan petroleum corporation ltd hpcl,3,Business,0.7184,Positive
"Budget: Trade Deficit, What it Means For Economy?",recent time india trade deficit narrowed relived pressure local currency indian rupee pressure u dollar reserve bank india rbi actively intervening stabilise rupee fluctuation comprehend significance crucial understand trade deficit influence economy delve dynamic trade deficit impact india economic landscape,"Budget: Trade Deficit, What it Means For Economy? recent time india trade deficit narrowed relived pressure local currency indian rupee pressure u dollar reserve bank india rbi actively intervening stabilise rupee fluctuation comprehend significance crucial understand trade deficit influence economy delve dynamic trade deficit impact india economic landscape",3,Business,-0.802,Negative
Indian Automakers Witness Surge in SUV Sales While Entry-Level Cars Falte,suv sale india december saw surge sport utility vehicle suv sale small car segment experienced decline despite attractive discount leading charge suv market maruti suzuki mahindra mahindra reported remarkable domestic sale growth per cent per cent respectively,Indian Automakers Witness Surge in SUV Sales While Entry-Level Cars Falte suv sale india december saw surge sport utility vehicle suv sale small car segment experienced decline despite attractive discount leading charge suv market maruti suzuki mahindra mahindra reported remarkable domestic sale growth per cent per cent respectively,3,Business,0.7347,Positive
GST Collection Jumps 10 pc YoY To Rs 1.64 Lakh Crore in December 2023,average monthly gross gst collection r lakh crore first nine month period year represents per cent increase compared r lakh crore average recorded corresponding period fy said,GST Collection Jumps 10 pc YoY To Rs 1.64 Lakh Crore in December 2023 average monthly gross gst collection r lakh crore first nine month period year represents per cent increase compared r lakh crore average recorded corresponding period fy said,3,Business,-0.2023,Negative
India's Crude Oil Imports From Russia Hit Lowest Level Since January 2023 - Here's Why,december india witnessed significant drop crude oil import primary source russia reaching lowest level since january decline attributed payment challenge amidst escalating sanction prevented delivery six sokol grade oil tanker reported data intelligence firm kpler,India's Crude Oil Imports From Russia Hit Lowest Level Since January 2023 - Here's Why december india witnessed significant drop crude oil import primary source russia reaching lowest level since january decline attributed payment challenge amidst escalating sanction prevented delivery six sokol grade oil tanker reported data intelligence firm kpler,3,Business,-0.8225,Negative
"Tata Group Inches Closer To Mega Airline Merger With Air India, AIX Connect Integration",tata group making big move consolidating four airline air india express begun second motion conclusive hearing national company law tribunal nclt step aimed merging aix connect previously known airasia india fold tata son began consolidation process november merging airline vistara airasia india air india express air india umbrella,"Tata Group Inches Closer To Mega Airline Merger With Air India, AIX Connect Integration tata group making big move consolidating four airline air india express begun second motion conclusive hearing national company law tribunal nclt step aimed merging aix connect previously known airasia india fold tata son began consolidation process november merging airline vistara airasia india air india express air india umbrella",3,Business,0.0,Neutral
PSU Stocks Multiply Investor Wealth; Market Cap Surges 45 pc to Rs 51 Lakh Crore,ntpc emerged frontrunner significant addition power sector giant augmented market value r lakh crore reaching current valuation nearly r lakh crore,PSU Stocks Multiply Investor Wealth; Market Cap Surges 45 pc to Rs 51 Lakh Crore ntpc emerged frontrunner significant addition power sector giant augmented market value r lakh crore reaching current valuation nearly r lakh crore,3,Business,0.802,Positive
Budget: What Is Global Growth Recession and Why It Is A Concern?,budget scheduled february impending general election finance minister nirmala sitharaman present crucial vote account full budget expected post new government formation april may economic dynamic take center stage understanding growth recession becomes pivotal time unravels intricacy explaining cause impact providing valuable insight evolving public finance landscape significant budgetary period,Budget: What Is Global Growth Recession and Why It Is A Concern? budget scheduled february impending general election finance minister nirmala sitharaman present crucial vote account full budget expected post new government formation april may economic dynamic take center stage understanding growth recession becomes pivotal time unravels intricacy explaining cause impact providing valuable insight evolving public finance landscape significant budgetary period,3,Business,0.7269,Positive
Bank Holidays In January 2024: Banks To Remain Shut For 16 Days | Check Full Holidays List,january banking operation india witness closure various date declared reserve bank india rbi list varies state state due regional festivity crucial bank customer aware holiday effective financial planning,Bank Holidays In January 2024: Banks To Remain Shut For 16 Days | Check Full Holidays List january banking operation india witness closure various date declared reserve bank india rbi list varies state state due regional festivity crucial bank customer aware holiday effective financial planning,3,Business,0.9217,Positive
"New Year Gift for Investors: Govt Hikes Interest Rates on Sukanya Samriddhi Scheme, 3-Year Term Deposits",interest rate widely popular public provident fund ppf saving deposit retained correspondingly mirroring unchanged rate observed preceding december quarter,"New Year Gift for Investors: Govt Hikes Interest Rates on Sukanya Samriddhi Scheme, 3-Year Term Deposits interest rate widely popular public provident fund ppf saving deposit retained correspondingly mirroring unchanged rate observed preceding december quarter",3,Business,0.8957,Positive
Share India Securities Hits Fresh 52-Week High; Brokerage Recommends 'BUY'; Check Share Price Target,counter multiplied investor wealth per cent last three year per data available bse analytics last day scrip moved north deliver per cent return making investor richer gain,Share India Securities Hits Fresh 52-Week High; Brokerage Recommends 'BUY'; Check Share Price Target counter multiplied investor wealth per cent last three year per data available bse analytics last day scrip moved north deliver per cent return making investor richer gain,3,Business,0.9571,Positive
Zomato Share Price Target 2024: Massive Surge in Orders on New Year's Eve; Brokerages Upbeat,zomato share price target food delivery platform zomato witnessed highest ever order new year eve compared previous year,Zomato Share Price Target 2024: Massive Surge in Orders on New Year's Eve; Brokerages Upbeat zomato share price target food delivery platform zomato witnessed highest ever order new year eve compared previous year,3,Business,0.5267,Positive
Amitabh Bachchan's Multi-Crore Deal With Warner Music For Prime Office Space - Details,business savvy move bollywood icon amitabh bachchan capping triumphant note according etimes report megastar decision lease four unit upscale office space warner music company,Amitabh Bachchan's Multi-Crore Deal With Warner Music For Prime Office Space - Details business savvy move bollywood icon amitabh bachchan capping triumphant note according etimes report megastar decision lease four unit upscale office space warner music company,1,Cultural,0.5267,Positive
"Year Ender 2023: India's Real Estate Sector Sizzles With Soaring Sales, Realtors Expect Continued Trend in 2024",growth trend continues size indian real estate market expand big way may reach usd trillion usd billion last year according recent naredco knight frank report,"Year Ender 2023: India's Real Estate Sector Sizzles With Soaring Sales, Realtors Expect Continued Trend in 2024 growth trend continues size indian real estate market expand big way may reach usd trillion usd billion last year according recent naredco knight frank report",3,Business,0.6124,Positive
"Year-Ender 2023: Residential Property Values Show Robust Growth, Gurugram And Noida Lead The Way",indian real estate expected reach one trillion dollar mark clocking billion dollar worth investment real estate emerged powerhouse year solidifying position largest lucrative sector investor geopolitical situation pace price rise might unwanted impact growth trajectory,"Year-Ender 2023: Residential Property Values Show Robust Growth, Gurugram And Noida Lead The Way indian real estate expected reach one trillion dollar mark clocking billion dollar worth investment real estate emerged powerhouse year solidifying position largest lucrative sector investor geopolitical situation pace price rise might unwanted impact growth trajectory",3,Business,0.8555,Positive
